Sentences,Tags
women delivered 24 hours 80% 46 3% rr 1 7 95% ci 1 32 1 fewer women oxytocin augmentation 39% 58 2% rr 0 67 95% ci 0 5-0 9 vaginal,Outcome (element O)
eligible patients histologically proven locally advanced breast cancer dened t3n1 t4 skin nipple invasion peaudorange extension chest wall inammatory carcinoma n2 n3 involvement ipsilateral supraclavicular nodes,Population/Problem (element P)
3 76% uterine hyperstimulation 4 51% nausea/vomiting indicating combined complications dosage study tolerated,Not Relevant to the Evidence (Label N)
5% difference treatment log binomial regression techniques,Not Relevant to the Evidence (Label N)
doxorubicin induced cardiotoxicity children reduced incidence cardiac dysfunction continuous infusion schedules,Population/Problem (element P)
bp controlled study published controlled trials sbp consistently remained 140 mm hg,Outcome (element O)
hr baseline heel stick signicantly kc30 kc15 ic infants hr decrease ic 2 kc conditions,Outcome (element O)
bonemarrow bm received optimized therapy intracoronary transfer autologous bmc pci control received optimized therapy,Intervention and Comparison (element I and C)
initial continuous ctg 1 recorded intermittent ctg continuous ctg active labor,Intervention and Comparison (element I and C)
ns statistically signi 0 05,Not Relevant to the Evidence (Label N)
comparison reported separately,Not Relevant to the Evidence (Label N)
vaginal route comw monly 7 11,Not Relevant to the Evidence (Label N)
difference studied parameters including age nulliparity gestational age bmi bishops score premature rupture membranes indication labor induction,Not Relevant to the Evidence (Label N)
differences absolute segmental wall thickening dysfunctional segments lv volumes mass infarct size bm peripheral blood control table 3,Outcome (element O)
amniotic fluid content estimated birth weight assessed clinically,Not Relevant to the Evidence (Label N)
investigate issue potential mechanisms benefit bmc mi conducted randomized controlled trial-the cellular cardiomyoplasty autologous intracoronary mononuclear bone marrow mi cardiac study designed assess effects intracoronary injections autologous mononuclear bmc lv function 4 8 days st elevation mi treated acute percutaneous coronary intervention pci,Intervention and Comparison (element I and C)
main outcomes cry time ct behavioral bst heart rate hr measured 16-minute protocol,Outcome (element O)
april 1996 october 1998 total 1677 patients recruited randomly assigned receive fluvastatin = 844 placebo = 833 figure 1,Intervention and Comparison (element I and C)
infants neonatal skin condition score 6 excluded,Population/Problem (element P)
reaching target dose digoxin serum level 09 nmol / propranolol heart rate 110 120 / min heart failure score hemodynamic measurements echocardiography 24 holter ecg clinical laboratory determined,Intervention and Comparison (element I and C)
baseline demographic maternal characteristics including parity gestational age compared,Not Relevant to the Evidence (Label N)
patients received intravenous neoadjuvant chemotherapy regimen consisting non-crossresistant cytotoxic agents doxorubicin 60 mg/m rst paclitaxel 150 mg/m infused 3 3 weeks cycles paclitaxel 175 mg/m administered 3 weeks cycles,Intervention and Comparison (element I and C)
patients assessed clinically study entry presence absence heart failure basis killip criteria,Population/Problem (element P)
examine statins japanese patients ami prospective randomized open-label trial conducted 486 patients normal total cholesterol levels,Population/Problem (element P)
aseptic speculum examination performed confirm membranes ruptured noting presence pooling amniotic fluid vaginal vault,Intervention and Comparison (element I and C)
methods women randomly assigned monitored stan ctg,Intervention and Comparison (element I and C)
continuous intravenous infusion study drug separate central started intraoperatively increased stepwise dose 1 starting central lines maintained duration surgical procedure dose 2 nicu admission providing infant stable hemodynamic condition dose 3 starting 2 stability dose 2 maintained 48 infusion ind started,Intervention and Comparison (element I and C)
demographic details,Not Relevant to the Evidence (Label N)
study design women stratified parity randomly assigned oral misoprostol 75 lg 4 hours establish labor intravenous oxytocin,Intervention and Comparison (element I and C)
patients dilated cardiomyopathy dcm randomised receive warfarin placebo,Intervention and Comparison (element I and C)
total 103 patients recruited 51 misoprostol 52 placebo,Population/Problem (element P)
treatments close relation resting hyperemic myocardial vascular resistance suggesting improvement coronary reserve requires reduction resting vascular resistance,Outcome (element O)
randomized double-blind trial conducted 14 universityaffiliated centers germany,Intervention and Comparison (element I and C)
methods randomized crossover design preterm neonates = 18 28 37 weeks gestational age 10 days life university-afliated level iii nicus undergoing routine heel lance assigned receive kc 30 min procedure mother mkc unrelated woman,Intervention and Comparison (element I and C)
conclusion long-term study amlodipine lisinopril reduce imt extent newly diagnosed elderly hypertensive patients,Outcome (element O)
inclusion criteria sample size calculated 102 randomized women demonstrate reduction requirement oxytocin infusion 35% 10%,Population/Problem (element P)
patients randomized highintensity interval training program 6 months usual care,Intervention and Comparison (element I and C)
3 6 12 months 2-day protocol rest dipyridamole studies carried,Intervention and Comparison (element I and C)
neil hotham pharmacist advice preparation treatment packs,Not Relevant to the Evidence (Label N)
2000 december 2003 2 560 patients ami screened finally 353 patients enrolled oacis-lipid study 14 hospitals japan appendix 1,Population/Problem (element P)
secondary endpoint composite sudden cardiac death resuscitated cardiac arrest,Outcome (element O)
variety clinical trials explored hypothesis bmmnc transplantation enhance recovery lv function ami,Population/Problem (element P)
sixty-nine patients underwent primary percuta-neous coronary intervention 12 hours onset acute myocardial infarction random-ized receive intracoronary injection autologous bone marrow mesenchymal stem cell standard saline,Intervention and Comparison (element I and C)
women labour receiving 200 misoprostol categorised failed induction,Not Relevant to the Evidence (Label N)
objective study emergent intracoronary autologous bone marrow cell transplantation bmt applicable treatment acute myocardial infarction ami,Population/Problem (element P)
instructions/questionnaires sealed opaque envelopes labor ward medical attendants patient randomized,Not Relevant to the Evidence (Label N)
hospital serves regional perinatal center 10 000 deliveries service,Not Relevant to the Evidence (Label N)
contrast occur- rence extent decreases mld lower intensive therapy compared standard care,Outcome (element O)
cesarean deliveries arrest labor active phase nonreassuring fetal heart tracings,Not Relevant to the Evidence (Label N)
